Time	Loss Delta	Loss After	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.8148558139801025	999.887795925	0.112204	0	22.8181818182	12.0137662085	61.0	9.0	22.8181818182	12.0137662085	1004	1004
2.7838785648345947	0.155956	-0.043752	1	22.8409090909	13.8333312589	72.0	9.0	22.8409090909	13.8333312589	1005	2009
3.754730224609375	0.0493179	-0.0930699	2	28.6388888889	18.9914495055	94.0	11.0	28.6388888889	18.9914495055	1031	3040
4.518782377243042	0.0400816	-0.133152	3	26.7179487179	19.1297174077	102.0	10.0	26.7179487179	19.1297174077	1042	4082
5.429199695587158	-0.0763525	-0.0567991	4	27.4054054054	14.3629769169	66.0	9.0	27.4054054054	14.3629769169	1014	5096
6.3596673011779785	0.288095	-0.344894	5	30.7272727273	18.1463290006	86.0	8.0	30.7272727273	18.1463290006	1014	6110
7.240347862243652	0.0841732	-0.429067	6	38.2222222222	21.7244244408	95.0	10.0	38.2222222222	21.7244244408	1032	7142
8.189823389053345	-0.164601	-0.264466	7	40.16	20.7589595115	78.0	11.0	40.16	20.7589595115	1004	8146
9.01033329963684	0.186282	-0.450748	8	45.9130434783	24.4449924515	109.0	12.0	45.9130434783	24.4449924515	1056	9202
9.692995071411133	-0.524729	0.0739803	9	34.5862068966	14.0430796342	70.0	18.0	34.5862068966	14.0430796342	1003	10205
10.489367961883545	0.353774	-0.279794	10	56.5789473684	23.0589993608	99.0	24.0	56.5789473684	23.0589993608	1075	11280
11.372775793075562	0.371628	-0.651422	11	52.0	25.0359741173	120.0	11.0	52.0	25.0359741173	1040	12320
12.136726379394531	-0.456479	-0.194943	12	43.7391304348	19.9416919419	79.0	13.0	43.7391304348	19.9416919419	1006	13326
12.797072887420654	-0.212616	0.0176735	13	45.3333333333	20.4178571082	99.0	15.0	45.3333333333	20.4178571082	1088	14414
13.463229179382324	-0.208827	0.2265	14	42.5833333333	24.102068837	115.0	20.0	42.5833333333	24.102068837	1022	15436
14.372344017028809	0.45053	-0.22403	15	62.5625	29.7593866494	136.0	18.0	62.5625	29.7593866494	1001	16437
15.291098833084106	-0.394675	0.170646	16	73.2857142857	36.2834644972	185.0	33.0	73.2857142857	36.2834644972	1026	17463
16.01285147666931	0.735919	-0.565273	17	59.1764705882	24.2662566349	117.0	23.0	59.1764705882	24.2662566349	1006	18469
16.760666608810425	0.28931	-0.854583	18	81.6153846154	32.3646018919	162.0	31.0	81.6153846154	32.3646018919	1061	19530
17.56408667564392	-0.0428339	-0.811749	19	59.4705882353	39.8100159538	186.0	26.0	59.4705882353	39.8100159538	1011	20541
18.52191972732544	0.0563236	-0.868073	20	65.0588235294	36.8230595723	145.0	22.0	65.0588235294	36.8230595723	1106	21647
19.35303568840027	-0.73421	-0.133863	21	74.2857142857	46.3872343453	169.0	18.0	74.2857142857	46.3872343453	1040	22687
20.023414611816406	0.0430458	-0.176909	22	91.3636363636	39.2249288249	150.0	27.0	91.3636363636	39.2249288249	1005	23692
20.912248849868774	1.30149	-1.4784	23	73.0714285714	48.4524277524	200.0	25.0	73.0714285714	48.4524277524	1023	24715
21.641799926757812	-1.09603	-0.382365	24	112.333333333	51.2640224719	170.0	21.0	112.333333333	51.2640224719	1011	25726
22.388953685760498	-0.227634	-0.154731	25	106.4	47.3987341603	200.0	57.0	106.4	47.3987341603	1064	26790
23.084885120391846	0.176849	-0.331579	26	93.0	50.7220590348	200.0	34.0	93.0	50.7220590348	1023	27813
23.910624504089355	-0.23194	-0.0996399	27	134.0	40.7093355387	200.0	72.0	134.0	40.7093355387	1072	28885
24.727771997451782	1.26448	-1.36412	28	139.0	47.4605099003	200.0	56.0	139.0	47.4605099003	1112	29997
25.503247261047363	-1.34913	-0.0149868	29	123.555555556	37.4851410891	182.0	39.0	123.555555556	37.4851410891	1112	31109
26.224307775497437	0.82057	-0.835557	30	103.2	55.4595347979	200.0	33.0	103.2	55.4595347979	1032	32141
26.97688865661621	0.610315	-1.44587	31	110.5	66.8120498114	200.0	20.0	110.5	66.8120498114	1105	33246
27.81744956970215	-0.65923	-0.786642	32	126.625	60.7390679464	200.0	50.0	126.625	60.7390679464	1013	34259
