Time	Loss Delta	Loss After	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
9.714741230010986	1000.12170734	-0.121707	0	-135.316326106	38.9762789982	-28.3096095238	-212.911584367	151.0	0.0	5134	5134
16.577306747436523	-0.0600652	-0.0616421	1	-134.123089085	41.8612042523	-46.5560705751	-229.812204833	151.0	0.0	5134	10268
23.405154705047607	0.00827266	-0.0699148	2	-125.718864921	32.937094628	-55.0867511625	-241.76923706	151.0	0.0	5134	15402
29.689382314682007	0.0414358	-0.111351	3	-107.161235335	41.8531116102	-40.256678227	-196.954719665	151.0	0.0	5134	20536
35.11025524139404	-0.0554157	-0.0559349	4	-110.852481471	40.8323952549	-24.329027104	-199.815147604	151.0	0.0	5134	25670
40.853150606155396	-0.0294382	-0.0264967	5	-107.07822696	32.1037333515	-2.70927539784	-162.821847504	151.0	0.0	5134	30804
47.805593729019165	0.081413	-0.10791	6	-103.608491549	49.4628298785	6.05212551136	-230.880775949	151.0	0.0	5134	35938
53.254985332489014	0.0113797	-0.119289	7	-93.2892751802	34.6725847169	-35.688495194	-176.107794997	151.0	0.0	5134	41072
60.63528823852539	-0.00739183	-0.111898	8	-107.569747341	39.4737884577	-41.4220541599	-185.145089621	151.0	0.0	5134	46206
67.93752980232239	0.0262029	-0.1381	9	-91.0082442598	39.9485188115	1.16805033086	-180.5574063	151.0	0.0	5134	51340
74.96502184867859	-0.0150839	-0.123017	10	-92.8953163451	24.2351574018	-46.9818415911	-155.083063542	151.0	0.0	5134	56474
81.2022852897644	-0.0545693	-0.0684473	11	-85.4020265477	32.7305370784	-25.8323038066	-186.374296344	151.0	0.0	5134	61608
86.54642796516418	0.051864	-0.120311	12	-90.4653038806	36.8588415011	-1.95152915798	-146.473387573	151.0	0.0	5134	66742
93.81675601005554	-0.0513694	-0.0689418	13	-88.150418458	29.8672495293	-32.2555427516	-152.978945225	151.0	0.0	5134	71876
100.96945214271545	0.0275171	-0.0964589	14	-85.1321540446	29.4720375973	-23.7289746679	-152.376511436	151.0	0.0	5134	77010
107.94313478469849	0.0122771	-0.108736	15	-88.120436439	33.4387411678	-26.6981764355	-216.685922986	151.0	0.0	5134	82144
114.71906614303589	-0.015827	-0.092909	16	-84.2553246812	40.19691657	-18.5429105183	-180.080117041	151.0	0.0	5134	87278
120.37182831764221	-0.000315659	-0.0925934	17	-92.9962737283	34.2953029381	-45.0016373391	-208.460524523	151.0	0.0	5134	92412
