Time	Loss Delta	Loss After	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.927581787109375	1000.09174614	-0.0917461	0	25.1	12.7334205931	81.0	10.0	25.1	12.7334205931	1004	1004
2.8394663333892822	0.147268	-0.239014	1	25.425	11.5647903137	65.0	11.0	25.425	11.5647903137	1017	2021
3.5414366722106934	0.198122	-0.437136	2	31.5	19.1131499235	98.0	12.0	31.5	19.1131499235	1008	3029
4.225813865661621	-0.0995678	-0.337568	3	31.0606060606	19.2305618411	85.0	10.0	31.0606060606	19.2305618411	1025	4054
5.062405824661255	-0.0980898	-0.239479	4	36.8928571429	19.2712578093	89.0	12.0	36.8928571429	19.2712578093	1033	5087
6.004461288452148	0.189006	-0.428484	5	37.2962962963	21.2477708021	99.0	12.0	37.2962962963	21.2477708021	1007	6094
6.991844654083252	-0.178607	-0.249878	6	49.9047619048	23.3807099202	96.0	17.0	49.9047619048	23.3807099202	1048	7142
7.897332668304443	-0.0994498	-0.150428	7	36.0357142857	17.6604524753	76.0	12.0	36.0357142857	17.6604524753	1009	8151
8.624759197235107	0.214532	-0.36496	8	38.0	18.818683725	80.0	12.0	38.0	18.818683725	1064	9215
9.351067066192627	-0.0331918	-0.331768	9	40.4	12.2376468326	65.0	21.0	40.4	12.2376468326	1010	10225
10.11628770828247	0.294966	-0.626733	10	44.4347826087	27.7125400699	125.0	12.0	44.4347826087	27.7125400699	1022	11247
10.849419593811035	-0.156294	-0.470439	11	38.2222222222	14.4768866444	78.0	18.0	38.2222222222	14.4768866444	1032	12279
11.77766728401184	-0.366477	-0.103962	12	41.9166666667	15.1380224013	73.0	15.0	41.9166666667	15.1380224013	1006	13285
12.651329755783081	0.363286	-0.467248	13	48.1428571429	20.7875551468	109.0	23.0	48.1428571429	20.7875551468	1011	14296
13.465018510818481	-0.306914	-0.160333	14	51.9	23.8660847229	94.0	19.0	51.9	23.8660847229	1038	15334
14.32957148551941	0.0197426	-0.180076	15	54.4210526316	22.4530288415	108.0	17.0	54.4210526316	22.4530288415	1034	16368
15.085410594940186	0.114251	-0.294327	16	48.5238095238	20.8797442231	107.0	26.0	48.5238095238	20.8797442231	1019	17387
15.672624588012695	-0.015478	-0.278849	17	51.4761904762	22.8381865839	114.0	23.0	51.4761904762	22.8381865839	1081	18468
16.604331016540527	0.515483	-0.794332	18	63.7647058824	25.8537274859	108.0	30.0	63.7647058824	25.8537274859	1084	19552
17.346806287765503	-0.69679	-0.0975418	19	64.5	27.1201032446	139.0	21.0	64.5	27.1201032446	1032	20584
18.10640048980713	0.817698	-0.915239	20	57.3333333333	24.5153013443	115.0	23.0	57.3333333333	24.5153013443	1032	21616
19.089082717895508	-0.217165	-0.698075	21	60.5294117647	21.0297202775	112.0	41.0	60.5294117647	21.0297202775	1029	22645
19.86503839492798	-0.115292	-0.582783	22	63.25	25.537961939	116.0	31.0	63.25	25.537961939	1012	23657
20.749685049057007	-0.171458	-0.411324	23	67.9333333333	31.7667890869	135.0	28.0	67.9333333333	31.7667890869	1019	24676
21.439218282699585	0.0759303	-0.487255	24	62.6875	28.6459393937	137.0	26.0	62.6875	28.6459393937	1003	25679
22.25296926498413	0.288962	-0.776216	25	73.8571428571	36.1403161162	150.0	24.0	73.8571428571	36.1403161162	1034	26713
23.21026086807251	-0.349771	-0.426445	26	77.0714285714	24.329477376	128.0	48.0	77.0714285714	24.329477376	1079	27792
24.027568340301514	0.250156	-0.676602	27	70.4666666667	32.5860229069	158.0	28.0	70.4666666667	32.5860229069	1057	28849
24.804821252822876	-0.363095	-0.313507	28	78.7692307692	34.0997492573	173.0	37.0	78.7692307692	34.0997492573	1024	29873
25.725690126419067	0.167435	-0.480941	29	68.0666666667	33.5727402648	153.0	21.0	68.0666666667	33.5727402648	1021	30894
26.494494915008545	-0.853454	0.372512	30	86.75	45.9059273587	200.0	30.0	86.75	45.9059273587	1041	31935
27.264259576797485	0.944369	-0.571856	31	69.8	21.2891208524	129.0	42.0	69.8	21.2891208524	1047	32982
28.061800241470337	0.0596193	-0.631476	32	72.5333333333	35.9460088961	156.0	27.0	72.5333333333	35.9460088961	1088	34070
28.712810516357422	-0.00522906	-0.626247	33	84.75	28.8274319587	151.0	43.0	84.75	28.8274319587	1017	35087
29.5013587474823	-0.557772	-0.0684741	34	73.3571428571	23.3042213921	106.0	43.0	73.3571428571	23.3042213921	1027	36114
30.457605123519897	0.296582	-0.365056	35	79.1538461538	24.4535545752	126.0	43.0	79.1538461538	24.4535545752	1029	37143
31.238245010375977	-0.225058	-0.139998	36	106.2	37.4374144406	170.0	65.0	106.2	37.4374144406	1062	38205
31.976500272750854	0.203465	-0.343463	37	83.5833333333	31.7187072386	146.0	29.0	83.5833333333	31.7187072386	1003	39208
32.83856654167175	0.187226	-0.53069	38	112.4	41.2194129022	200.0	41.0	112.4	41.2194129022	1124	40332
33.71347618103027	0.410034	-0.940724	39	95.5454545455	47.5764717182	200.0	29.0	95.5454545455	47.5764717182	1051	41383
34.49060082435608	0.623074	-1.5638	40	138.875	43.2563217923	200.0	68.0	138.875	43.2563217923	1111	42494
35.22592234611511	-1.31443	-0.249363	41	100.3	17.7879172474	121.0	70.0	100.3	17.7879172474	1003	43497
36.09125328063965	-0.328632	0.0792692	42	130.5	54.8406783328	200.0	49.0	130.5	54.8406783328	1044	44541
36.919352531433105	1.0152	-0.935935	43	155.714285714	43.3547304577	200.0	70.0	155.714285714	43.3547304577	1090	45631
37.692710638046265	-0.97045	0.034514	44	131.625	35.8152813056	200.0	89.0	131.625	35.8152813056	1053	46684
38.565452575683594	-0.465291	0.499805	45	125.625	51.5919991375	200.0	34.0	125.625	51.5919991375	1005	47689
39.31155323982239	1.38291	-0.88311	46	143.142857143	36.5881658129	200.0	87.0	143.142857143	36.5881658129	1002	48691
40.19817590713501	-1.01503	0.131922	47	152.285714286	39.5138828613	200.0	100.0	152.285714286	39.5138828613	1066	49757
40.9334819316864	-0.53716	0.669082	48	158.714285714	28.9468196413	200.0	122.0	158.714285714	28.9468196413	1111	50868
41.563005208969116	0.3998	0.269282	49	156.571428571	35.0829919837	200.0	107.0	156.571428571	35.0829919837	1096	51964
42.218623876571655	0.589697	-0.320416	50	117.1	45.3331004896	200.0	31.0	117.1	45.3331004896	1171	53135
42.8432137966156	-0.235527	-0.0848886	51	135.875	31.0742558238	187.0	84.0	135.875	31.0742558238	1087	54222
43.409056663513184	-0.239467	0.154578	52	139.75	52.755923838	200.0	32.0	139.75	52.755923838	1118	55340
44.067012310028076	1.7681	-1.61352	53	114.333333333	49.7482551341	200.0	28.0	114.333333333	49.7482551341	1029	56369
44.983011960983276	-1.35124	-0.262276	54	166.857142857	42.1779514893	200.0	94.0	166.857142857	42.1779514893	1168	57537
45.79427456855774	-0.204203	-0.0580738	55	147.714285714	30.1032237747	200.0	107.0	147.714285714	30.1032237747	1034	58571
46.43532967567444	1.2455	-1.30358	56	169.333333333	25.8950874792	200.0	130.0	169.333333333	25.8950874792	1016	59587
47.32353925704956	-0.00511205	-1.29847	57	166.0	28.1729353408	200.0	117.0	166.0	28.1729353408	1162	60749
48.12349724769592	-2.13212	0.833659	58	173.166666667	27.2299875546	200.0	138.0	173.166666667	27.2299875546	1039	61788
49.021931886672974	0.536961	0.296698	59	159.285714286	36.6283039883	200.0	111.0	159.285714286	36.6283039883	1115	62903
49.8974871635437	2.21614	-1.91944	60	154.0	33.7681168306	200.0	101.0	154.0	33.7681168306	1078	63981
50.92664837837219	-2.26412	0.344677	61	166.428571429	49.0826042587	200.0	58.0	166.428571429	49.0826042587	1165	65146
51.71645951271057	1.24741	-0.902732	62	174.666666667	36.3852839605	200.0	113.0	174.666666667	36.3852839605	1048	66194
52.57275676727295	0.139665	-1.0424	63	182.0	25.6190033634	200.0	141.0	182.0	25.6190033634	1092	67286
53.62405514717102	-1.0427	0.000305176	64	183.0	24.8663092021	200.0	138.0	183.0	24.8663092021	1098	68384
54.63917541503906	-0.358804	0.35911	65	179.666666667	31.9200389863	200.0	115.0	179.666666667	31.9200389863	1078	69462
