Time	Loss Delta	Loss After	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
9.343061208724976	1000.0881808	-0.0881808	0	-180.049594582	42.3708647481	-85.8136856726	-255.452117067	151.0	0.0	5134	5134
15.249581336975098	-0.0689698	-0.019211	1	-178.979876348	46.423243587	-78.2033123437	-272.292218332	151.0	0.0	5134	10268
22.24069619178772	0.0453002	-0.0645112	2	-176.294616756	51.9461840074	-67.8875339336	-289.269053369	151.0	0.0	5134	15402
28.135436296463013	0.0280338	-0.092545	3	-147.238338071	34.7840849926	-75.6792156266	-248.682879793	151.0	0.0	5134	20536
35.16053628921509	-0.0328776	-0.0596674	4	-141.856582974	39.7131495184	-45.6575297258	-224.742047293	151.0	0.0	5134	25670
41.879565715789795	0.0090061	-0.0686735	5	-117.011331385	39.5467007184	-39.9754569518	-217.54002039	151.0	0.0	5134	30804
47.56649351119995	0.0198586	-0.0885321	6	-112.32569027	35.4461168743	-22.4097079642	-200.028405605	151.0	0.0	5134	35938
53.136422634124756	-0.0476798	-0.0408523	7	-105.320315808	31.9620582297	-40.0946705773	-162.060291853	151.0	0.0	5134	41072
59.46355700492859	0.029865	-0.0707172	8	-81.5997750596	33.8908478971	-23.0708038835	-171.511424966	151.0	0.0	5134	46206
65.16594409942627	-0.0094831	-0.0612341	9	-73.3033936962	29.1399192441	-6.39783263997	-134.253767051	151.0	0.0	5134	51340
71.46656775474548	0.0218661	-0.0831003	10	-62.1997556836	27.0182139593	-7.45699428976	-133.930212789	151.0	0.0	5134	56474
77.4343318939209	-0.0432061	-0.0398941	11	-57.4053459265	30.2451315931	1.7369038558	-185.204786228	151.0	0.0	5134	61608
82.95978951454163	-0.00538137	-0.0345128	12	-41.3483134159	31.2333716916	22.3462397622	-131.74168518	151.0	0.0	5134	66742
89.15505933761597	0.0300649	-0.0645776	13	-45.7527544863	25.1526437081	11.2292635678	-107.791021449	151.0	0.0	5134	71876
95.68560552597046	-0.0287711	-0.0358065	14	-60.8410414149	38.1593050217	2.96755553471	-148.017587639	151.0	0.0	5134	77010
100.72244119644165	-0.0113396	-0.0244668	15	-75.1095012967	37.2047708186	-15.6489810015	-157.433525242	151.0	0.0	5134	82144
107.18583297729492	0.0312024	-0.0556692	16	-53.5113226313	25.4955951703	-6.6885153534	-138.149320548	151.0	0.0	5134	87278
113.43441319465637	-0.0206381	-0.0350311	17	-33.5394717509	22.265532077	7.54632804876	-86.2800279477	151.0	0.0	5134	92412
120.42459106445312	-0.0186754	-0.0163557	18	-30.6630169008	28.2276069036	25.0123429214	-95.0585983382	151.0	0.0	5134	97546
127.40976047515869	0.0720807	-0.0884363	19	-37.4143997096	27.5695769991	18.9776759435	-92.5759493412	151.0	0.0	5134	102680
133.93451046943665	-0.0607269	-0.0277094	20	-29.0092831305	33.4707257922	35.0608258304	-129.772893671	151.0	0.0	5134	107814
141.1281898021698	-0.00883499	-0.0188744	21	-4.16281498391	34.695859555	80.4929375776	-79.7468329136	151.0	0.0	5134	112948
148.2373263835907	-0.0131959	-0.00567846	22	-5.26101020138	31.798730349	52.4592309072	-63.3438991961	151.0	0.0	5134	118082
153.8254792690277	-0.024353	0.0186745	23	-14.2738530029	43.7929844234	68.9921314196	-117.841866014	151.0	0.0	5134	123216
159.5640914440155	0.035624	-0.0169494	24	-10.2307588802	48.4251638256	81.7157067948	-143.08546041	151.0	0.0	5134	128350
166.66312217712402	0.0130556	-0.030005	25	-24.8393719264	47.5507062387	76.4885551914	-173.411402699	151.0	0.0	5134	133484
173.28167510032654	-0.0532074	0.0232024	26	-36.0354328056	45.7303011626	73.7859203184	-131.007939119	151.0	0.0	5134	138618
179.56334733963013	0.0519583	-0.0287559	27	-25.0937792873	35.9749087897	37.5833471775	-127.054402727	151.0	0.0	5134	143752
185.51155042648315	0.00436621	-0.0331221	28	-21.6109165002	32.1657524142	51.2385761446	-81.3345757105	151.0	0.0	5134	148886
191.57019090652466	0.0478478	-0.0809699	29	-12.5205559535	36.583931555	45.3397838151	-99.8165011489	151.0	0.0	5134	154020
197.49915957450867	-0.0613227	-0.0196472	30	-4.54157831396	38.5918766801	50.5428701643	-136.512493459	151.0	0.0	5134	159154
204.14091563224792	0.0198059	-0.0394531	31	-7.8346000219	30.2569491773	39.9177421682	-90.4447514746	151.0	0.0	5134	164288
210.41498231887817	0.0292357	-0.0686887	32	-16.371619538	32.6887703215	37.4450970278	-129.357486632	151.0	0.0	5134	169422
216.59111952781677	-0.000826664	-0.0678621	33	-1.89709536521	25.8133619305	32.0561497036	-78.5635752125	151.0	0.0	5134	174556
222.87502908706665	-0.0406015	-0.0272606	34	10.4918453622	31.0065712911	79.1266820676	-88.9113672907	151.0	0.0	5134	179690
229.21982955932617	0.00630211	-0.0335627	35	15.1248392203	16.1992083863	82.2994526517	-11.0014316222	151.0	0.0	5134	184824
236.4872486591339	-0.0154606	-0.018102	36	1.6292139297	23.3594342526	49.1063233201	-60.3166778434	151.0	0.0	5134	189958
242.19172739982605	-0.0382976	0.0201955	37	-4.47049959865	23.2486221682	76.3708782408	-39.266121989	151.0	0.0	5134	195092
249.5318672657013	0.0254733	-0.00527778	38	8.38908011875	26.6412905796	94.6542241985	-60.057388199	151.0	0.0	5134	200226
255.77114868164062	0.0105498	-0.0158276	39	6.46163790652	32.4209080993	63.5533032632	-91.4501772967	151.0	0.0	5134	205360
